"","Rent","Bond","Bedroom","Bathroom","Parking","Heating","Air Conditioning","Balcony","Dishwasher","Gym","Distance (km) to closest public school","Agent_Besser","Agent_Biggin","Agent_Buxton","Agent_Dingle","Agent_Elite","Agent_Hodges","Agent_Home","Agent_Jellis","Agent_Marshall","Agent_NPM","Agent_Paragon","Agent_Ray","Agent_Sweeney","Agent_Think","Agent_Waterdale","Neighbourhood Largest Demographics_20-39","Neighbourhood Largest Demographics_40-59","Neighbourhood Largest Demographics_60+","Neighbourhood Largest Demographics_Under 20"
"177",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"178",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"179",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"180",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"181",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"182",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"183",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"184",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"185",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"186",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"187",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"188",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"189",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"190",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"191",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"192",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"193",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"194",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"195",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"196",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"197",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"198",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"199",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"200",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"201",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"202",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"203",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"204",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"205",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"206",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"207",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"208",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"209",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"210",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"211",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"212",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"213",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"214",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"215",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"216",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"217",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"218",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"219",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"220",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"221",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"222",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"223",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"224",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"225",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"226",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"227",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"228",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"229",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"230",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"231",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"232",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"233",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"234",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"235",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"236",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"237",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"238",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"239",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"240",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"241",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"242",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"243",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"244",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"245",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"246",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"247",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"248",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"249",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"250",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"251",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"252",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"253",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"254",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"255",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"256",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"257",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"258",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"259",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"260",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"261",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"262",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"263",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"264",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"265",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"266",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"267",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"268",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"269",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"270",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"271",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"272",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"273",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"274",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"275",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"276",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"277",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"278",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"279",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"280",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"281",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"282",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"283",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"284",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"285",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"286",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"287",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"288",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"289",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"290",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"291",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"292",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"293",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"294",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"295",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"296",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"297",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"298",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"299",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"300",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"301",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"302",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"303",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"304",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"305",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"306",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"307",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"308",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"309",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"310",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"311",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"312",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"313",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"314",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"315",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"316",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"317",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"318",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"319",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"320",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"321",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"322",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"323",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"324",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"325",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"326",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"327",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"328",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"329",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"330",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"331",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"332",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"333",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"334",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"335",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"336",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"337",450,1955,2,2,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"338",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"339",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"340",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"341",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"342",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"343",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"344",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"345",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"346",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"347",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"348",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"349",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"350",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"351",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"352",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"353",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"354",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"355",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"356",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"357",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"358",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"359",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
