"","Rent","Bond","Bedroom","Bathroom","Parking","Heating","Air Conditioning","Balcony","Dishwasher","Gym","Distance (km) to closest public school","Agent_Besser","Agent_Biggin","Agent_Buxton","Agent_Dingle","Agent_Elite","Agent_Hodges","Agent_Home","Agent_Jellis","Agent_Marshall","Agent_NPM","Agent_Paragon","Agent_Ray","Agent_Sweeney","Agent_Think","Agent_Waterdale","Neighbourhood Largest Demographics_20-39","Neighbourhood Largest Demographics_40-59","Neighbourhood Largest Demographics_60+","Neighbourhood Largest Demographics_Under 20"
"543",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"544",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"545",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"546",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"547",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"548",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"549",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"550",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"551",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"552",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"553",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"554",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"555",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"556",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"557",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"558",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"559",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"560",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"561",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"562",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"563",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"564",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"565",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"566",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"567",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"568",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"569",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"570",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"571",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"572",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"573",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"574",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"575",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"576",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"577",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"578",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"579",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"580",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"581",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"582",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"583",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"584",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"585",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"586",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"587",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"588",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"589",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"590",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"591",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"592",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"593",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"594",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"595",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"596",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"597",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"598",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"599",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"600",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"601",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"602",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"603",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"604",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"605",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"606",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"607",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"608",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"609",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"610",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"611",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"612",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"613",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"614",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"615",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"616",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"617",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"618",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"619",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"620",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"621",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"622",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"623",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"624",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"625",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"626",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"627",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"628",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"629",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"630",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"631",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"632",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"633",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"634",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"635",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"636",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"637",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"638",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"639",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"640",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"641",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"642",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"643",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"644",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"645",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"646",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"647",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"648",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"649",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"650",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"651",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"652",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"653",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"654",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"655",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"656",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"657",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"658",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"659",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"660",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"661",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"662",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"663",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"664",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"665",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"666",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"667",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"668",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"669",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"670",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"671",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"672",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"673",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"674",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"675",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"676",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"677",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"678",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"679",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"680",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"681",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"682",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"683",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"684",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"685",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"686",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"687",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"688",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"689",320,1390,1,1,1,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"690",560,2433,2,1,1,1,1,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"691",480,2566,2,1,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"692",650,2825,2,1,2,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"693",400,2138,1,1,1,0,0,0,1,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"694",400,1738,2,1,1,1,1,0,1,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"695",830,5410,2,2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"696",390,2085,2,1,1,1,1,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"697",320,1390,1,1,1,0,1,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"698",270,1173,1,1,0,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"699",360,1564,2,1,1,1,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"700",275,1195,1,1,0,1,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"701",380,1651,1,1,1,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"702",340,1477,1,1,1,1,0,0,1,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"703",420,1825,3,1,1,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"704",355,1543,1,1,1,1,0,0,1,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"705",450,1955,2,1,1,1,1,0,1,0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"706",585,2925,2,1,1,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"707",440,2200,2,1,1,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"708",400,1739,2,1,1,0,1,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"709",590,3154,2,2,1,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"710",310,1347,1,1,1,0,0,0,0,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"711",420,2100,2,2,1,1,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"712",450,2405,2,1,1,1,0,0,1,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"713",995,5970,3,2,1,0,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"714",700,3742,3,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"715",280,1217,1,1,1,1,1,0,1,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"716",440,1912,2,1,1,1,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"717",440,2200,2,2,1,1,1,0,1,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"718",795,4770,2,2,2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"719",450,1955,2,1,1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"720",500,2172,2,1,1,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"721",470,2350,2,1,1,1,1,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"722",490,2130,2,2,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"723",410,1782,2,1,1,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"724",350,1521,1,1,1,1,0,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"725",360,1924,1,1,1,1,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
